,collector,corpus,date,genre,idnumber,location,motifs,storytype,tradition
1135,"Koman, Ruben A.",KOMAN.21E,2006-11-16 00:00:00,sage,RKOMAGRON0391,Bellingwolde (Groningen),N211.1,ATU 0736A,mondeling
1136,"Koman, Ruben A.",KOMAN.21E,2006-11-16 00:00:00,sage,RKOMAGRON0413,Bellingwolde (Groningen),X900ff,ATU 1889,mondeling
1137,"Koman, Ruben A.",KOMAN.21E,2007-03-15 00:00:00,sage,RKOMA310,Dordrecht (Zuid-Holland),X1301;B874,ATU 1960B,email
1138,H.H. Knippenberg,BLECOURTNB.20E,1926-01-01 00:00:00,sprookje,BLECOURTNB0361,,J2328,ATU 1326,boek
1139,"Koman, Ruben A.",KOMAN.21E,2007-02-07 00:00:00,sage,RKOMAGRON0438,Bedum (Groningen),X900ff,ATU 1889,mondeling
1140,J. Cornelissen,BLECOURTNB.20E,1930-01-01 00:00:00,sprookje,BLECOURTNB0365,,J2104,ATU 1325A,boek
1141,"Koman, Ruben A.",KOMAN.21E,2007-02-08 00:00:00,mop,RKOMAGRON0440,Winschoten (Groningen),X610,ATU 1855,mondeling
1142,"Koman, Ruben A.",KOMAN.21E,2007-02-08 00:00:00,mop,RKOMAGRON0441,Winschoten (Groningen),X610,ATU 1855,mondeling
1143,"Koman, Ruben A.",KOMAN.21E,2005-01-01 00:00:00,sage,RKOMA373,Sleen (Drenthe),K413,ATU 0965*,tijdschriftartikel
1144,J. Cornelissen,BLECOURTNB.20E,1930-01-01 00:00:00,sprookje,BLECOURTNB0367,,J2104,ATU 1325A,boek
1145,Theo Meder,EllertBrammert.doc,2007-04-02 00:00:00,sage,SCHOON01,Schoonoord (Drente),K413,ATU 0965*,mondeling
1146,J.R.W. Sinninghe,BLECOURTNB.20E,1934-01-01 00:00:00,sage,BLECOURTNB0395,,J1806,ATU 1335*,boek
1147,"Oostveen, S. van",OOSTVEEN.21E,2007-04-06 00:00:00,broodjeaapverhaal,SVOOST029,Utrecht (Utrecht),B331.2,ATU 0178A,mondeling
1148,"Koman, Ruben A.",KOMAN.21E,2007-04-10 00:00:00,mop,RKOMAGRON0478,Midwolda (Groningen),X610,ATU 1855,mondeling
1149,"Koman, Ruben A.",KOMAN.21E,2007-04-10 00:00:00,mop,RKOMAGRON0479,Midwolda (Groningen),X610,ATU 1855,mondeling
1150,"Koman, Ruben A.",KOMAN.21E,2007-04-10 00:00:00,mop,RKOMAGRON0480,Midwolda (Groningen),X610,ATU 1855,mondeling
1151,"Koman, Ruben A.",KOMAN.21E,2007-04-10 00:00:00,sprookje,RKOMAGRON0481,Midwolda (Groningen),K334.1;A2426.2.6,ATU 0057,mondeling
1152,"Koman, Ruben A.",KOMAN.21E,2007-04-10 00:00:00,sage,RKOMAGRON0495,Midwolda (Groningen),N211.1,ATU 0736A,mondeling
1153,"Koman, Ruben A.",KOMAN.21E,2007-04-10 00:00:00,sage,RKOMAGRON0497,Midwolda (Groningen),E511,ATU 0777*,mondeling
1154,"Kusters, C.",KUSTERS.20E,1962-04-16 00:00:00,sage,KUSTERS00421,Someren (Noord-Brabant),B331.2,ATU 0178A,mondeling
1155,"Koman, Ruben A.; Oostveen, Saskia van",KOMAN.21E,2007-04-12 00:00:00,sage,RKOMAGRON0549,Vlagtwedde (Groningen),N211.1,ATU 0736A,mondeling
1156,"Koman, Ruben A.",KOMAN.21E,2007-04-11 00:00:00,mop,RKOMAGRON0556,Veendam (Groningen),X610,ATU 1855,mondeling
1157,"Koman, Ruben A.",KOMAN.21E,2007-04-11 00:00:00,mop,RKOMAGRON0557,Veendam (Groningen),X610,ATU 1855,mondeling
1158,"Koman, Ruben A.",KOMAN.21E,2007-04-11 00:00:00,mop,RKOMAGRON0559,Veendam (Groningen),X610,ATU 1855,mondeling
1159,"Koman, Ruben A.",KOMAN.21E,2007-04-11 00:00:00,mop,RKOMAGRON0619,Veendam (Groningen),X610,ATU 1855,mondeling
1160,"Wever, F.",Wever.20E,1966-10-27 00:00:00,sage,WEV014801,Weerdinge (Drenthe),K426,ATU 0990,mondeling
1161,"Bruijn, Cor",BRUIJN.20E,1946-01-01 00:00:00,sage,BRUIJN0001,Amsterdam (Noord-Holland),E511,ATU 0777*,boek
1162,"Bruijn, Cor",BRUIJN.20E,1946-01-01 00:00:00,sage,BRUIJN0003,Amsterdam (Noord-Holland),N211.1,ATU 0736A,boek
1163,"Koman, Ruben A.",IGRONINGEN,2006-11-28 00:00:00,sage,IGRON043,Overschild (Groningen),A751.1,ATU 0751E*,internet
1164,Theo Meder,IUTRECHT.DOC,2007-04-19 00:00:00,sprookje,IUTRECHT040,Utrecht (Utrecht),F641.1;F601;F632;H331,ATU 0513A,internet
1165,"Koman, Ruben A.; Meder, Theo",SOMALIERS_BEDUM.DOC,2006-11-24 00:00:00,sprookje,RKOMAGRON0651,Bedum (Groningen),J2172.1,ATU 1333,mondeling
1166,"Koman, Ruben A.",BRAM.DOC,2007-04-19 00:00:00,sage,RKOMADRENT0003,De Kiel (Drenthe),K413,ATU 0965*,email
1167,"Koman, Ruben A.",E&b.DOC,2007-04-19 00:00:00,sage,RKOMADRENT0004,De Kiel (Drenthe),K413,ATU 0965*,email
1168,"Koman, Ruben A.",IGRONINGEN,2007-06-18 00:00:00,sage,IGRON059,Overschild (Groningen),H1578.1.4.1,ATU 958F*,vragenlijst
1169,"Koman, Ruben A.",KOMAN.21E,2006-05-08 00:00:00,sage,RKOMABRAB0023,Werkendam (Noord-Brabant),J1922.1,ATU 1278,mondeling
1170,Theo Meder,ThMede421E.doc,2007-06-22 00:00:00,sprookje,THM00355,Boxtel (Noord-Brabant),D1413.1;Z111.2,ATU 0330,email
1171,"Koman, Ruben A.",KOMAN.21E,2007-06-12 00:00:00,sage,RKOMABRAB0051,Werkendam (Noord-Brabant),J1922.1,ATU 1278,mondeling
1172,"Koman, Ruben A.",KOMAN.21E,2007-06-12 00:00:00,sage,RKOMABRAB0062,Werkendam (Noord-Brabant),X902,ATU 1348**,mondeling
1173,"Koman, Ruben A.",KOMAN.21E,2007-06-12 00:00:00,sage,RKOMABRAB0064,Werkendam (Noord-Brabant),X1112,ATU 1895,mondeling
1174,"Koman, Ruben A.",KOMAN.21E,2007-06-12 00:00:00,sage,RKOMABRAB0065,Werkendam (Noord-Brabant),J1874.1,ATU 1242A,mondeling
1175,"Koman, Ruben A.",KOMAN.21E,2007-06-12 00:00:00,sage,RKOMABRAB0071,Werkendam (Noord-Brabant),X1301;B874,ATU 1960B,mondeling
1176,"Koman, Ruben A.",KOMAN.21E,2007-06-12 00:00:00,sage,RKOMABRAB0074,Werkendam (Noord-Brabant),J1812,ATU 0020C,mondeling
1177,Larissa Hageman,ANAN.20E,1990-01-01 00:00:00,sprookje,VOLKSDIER01,Rotterdam (Zuid-Holland),B236.0.1;B236.1;B242.1.2,ATU 0221,boek
1178,Noni Lichtveld,LICHTV.20E,1984-01-01 00:00:00,sprookje,LICHTV003,,K22,ATU 0291,boek
1179,Ineke Meijer,LICHTV.20E,1984-01-01 00:00:00,sprookje,LICHTV009,,K1241,ATU 0072,boek
1180,"Koman, Ruben A.",KOMAN.21E,2007-07-17 00:00:00,sage,RKOMABRAB0077,Almkerk (Noord-Brabant),X111.6,ATU 1698G,mondeling
1181,"Koman, Ruben A.",KOMAN.21E,2007-07-17 00:00:00,sage,RKOMABRAB0079,Nieuwendijk (Noord-Brabant),J2012,ATU 1284,mondeling
1182,"Wever, F.",Wever.20E,1967-07-05 00:00:00,sprookje,WEV017001,Drouwenermond,H1578.1.4.1,ATU 0958F*,mondeling
1183,"Wever, F.",Wever.20E,1967-10-07 00:00:00,sage,WEV017110,Overschild (Groningen),G303.3.1,ATU 1192,mondeling
1184,Ineke Meijer,LICHTV.20E,1984-01-01 00:00:00,sprookje,LICHTV016,,K741,ATU 0175,boek
1185,Ineke Meijer,LICHTV.20E,1984-01-01 00:00:00,sprookje,LICHTV019,,B555;K579.2,ATU 0058,boek
1186,"Slootweg, Ilse",SINNINGHE.20E,1933-01-01 00:00:00,sage,SINBRABSAG023,Riethoven (Noord-Brabant),B342,ATU 0113A,boek
1187,"Slootweg, Ilse",SINNINGHE.20E,1933-01-01 00:00:00,sage,SINBRABSAG025,Hoogeloon (Noord-Brabant),B342,ATU 0113A,boek
1188,"Slootweg, Ilse",SINNINGHE.20E,1933-01-01 00:00:00,sage,SINBRABSAG029,Meerveldhoven (Noord-Brabant),B342,ATU 0113A,boek
1189,"Slootweg, Ilse",SINNINGHE.20E,1933-01-01 00:00:00,sage,SINBRABSAG031,Aalst (Noord-Brabant),B342,ATU 0113A,boek
1190,"Koman, Ruben A.",OptekeningenWerkendam.doc,2007-07-18 00:00:00,sage,RKOMABRAB0088,Dussen (Noord-Brabant),X111.6,ATU 1698G,mondeling
1191,"Koman, Ruben A.",OptekeningenWerkendam.doc,2007-07-18 00:00:00,sage,RKOMABRAB0089,Dussen (Noord-Brabant),J1922.1,ATU 1278,mondeling
1192,"Koman, Ruben A.",OptekeningenWerkendam.doc,2007-07-18 00:00:00,sage,RKOMABRAB0094,Werkendam (Noord-Brabant),X111.6,ATU 1698G,mondeling
1193,"Koman, Ruben A.",OptekeningenWerkendam.doc,2007-07-18 00:00:00,sage,RKOMABRAB0095,Werkendam (Noord-Brabant),X111.6,ATU 1698G,mondeling
1194,"Koman, Ruben A.",OptekeningenWerkendam.doc,2007-07-18 00:00:00,sage,RKOMABRAB0098,Werkendam (Noord-Brabant),X111.6,ATU 1698G,mondeling
1195,"Koman, Ruben A.",OptekeningenWerkendam.doc,2007-07-18 00:00:00,sage,RKOMABRAB0099,Werkendam (Noord-Brabant),X111.6,ATU 1698G,mondeling
1196,"Koman, Ruben A.",OptekeningenWerkendam.doc,2007-07-18 00:00:00,sage,RKOMABRAB0102,Werkendam (Noord-Brabant),X1112,ATU 1895,mondeling
1197,"Koman, Ruben A.",OptekeningenWerkendam.doc,2007-07-18 00:00:00,sage,RKOMABRAB0104,Werkendam (Noord-Brabant),J1922.1,ATU 1278,mondeling
1198,"Koman, Ruben A.",OptekeningenWerkendam.doc,2007-07-18 00:00:00,sage,RKOMABRAB0110,Werkendam (Noord-Brabant),X111.6,ATU 1698G,mondeling
1199,Ineke Meijer,LICHTV.20E,1984-01-01 00:00:00,sprookje,LICHTV024,,B523.1,ATU 0967,boek
1200,"Koman, Ruben A.",OptekeningWoudrichemVersteeg18juli2007.d,2007-07-18 00:00:00,sage,RKOMABRAB0125,Woudrichem (Noord-Brabant),X111.6,ATU 1698G,mondeling
1201,"Hageman, Larissa en Koman, Ruben en Slootweg, Ilse",Interview Janna van den Berg2,2007-07-05 00:00:00,sprookje,RKOMAOV0013,Amsterdam (Noord-Holland),K2252,ATU 0533,mondeling
1202,"Koman, Ruben A.",OptekeningWoudrichemVersteeg18juli2007.doc,2007-07-18 00:00:00,sage,RKOMABRAB0131,Woudrichem (Noord-Brabant),X111.6,ATU 1698G,mondeling
1203,Theo Meder,ANAN.20E,1990-01-01 00:00:00,sprookje,VOLKSDIER10,Rotterdam (Zuid-Holland),K11.3,ATU 0275A,boek
1204,"Koman, Ruben A.; Strik, Oscar",2007_06_20_Eric_Borrias.doc,2007-06-20 00:00:00,sprookje,RKOMABRAB134,'s Hertogenbosch (Noord-Brabant),R11.1;D152.2;D182.2,ATU 0302,tijdschriftartikel
1205,,ANAN.20E,1990-01-01 00:00:00,sprookje,VOLKSDIER13,Rotterdam (Zuid-Holland),K1241,ATU 0072,boek
1206,,ANAN.20E,1990-01-01 00:00:00,sprookje,VOLKSDIER14,Rotterdam (Zuid-Holland),K443.7,ATU 0170,boek
1207,Ineke Meijer,FRANKE.20E,1934-01-01 00:00:00,sage,FRANKE008,Zutphen (Gelderland),E511,ATU 0777*,boek
1208,Ineke Meijer,FRANKE.20E,1934-01-01 00:00:00,sage,FRANKE023,Zutphen (Gelderland),J1806,ATU 1335*,boek
1209,"Koman, Ruben A.; Strik, Oscar",2007_06_20_Eric_Borrias.doc,2007-06-20 00:00:00,sprookje,RKOMABRAB136,'s Hertogenbosch (Noord-Brabant),H335.0.1;B261;S240;G465,ATU 0313,mondeling
1210,"Slootweg, Ilse",SINNINGHE.20E,1933-01-01 00:00:00,sage,SINBRABSAG191,Meierei (Noord-Brabant),Q502.1,ATU 0777,boek
1211,Theo Meder,INZENDING21E,2007-10-02 00:00:00,sprookje,INZ00177,Gorinchem (Zuid-Holland),Z33.1,ATU 2025,internet
1212,Ruben A. Koman en Ilse Slootweg,Veldwerk Breda - Interview Rinus Hoondert - 18 okt. 2007.doc,2007-10-18 00:00:00,sprookje,RKOMABRAB157,Breda (Noord-Brabant),D1311.2;S111.4;F852.1;Z65.1,ATU 0709,mondeling
1213,"Koman, Ruben A.",KOMAN.21E,2007-09-01 00:00:00,sprookje,RKOMAUTR0031,Utrecht (Utrecht),N681;T211.6,ATU 0065,mondeling
1214,Ilse Slootweg,Interview groep 8 O.B.S de Tweemaster - 29 okt. 2007.doc,2007-10-29 00:00:00,sprookje,ISLOOTW021,Pijnacker (Zuid-Holland),N815;N711.6;S31;H36.1;F823.2;L55,ATU 0510A,mondeling
1215,Ilse Slootweg,Interview groep 8 O.B.S de Tweemaster - 29 okt. 2007.doc,2007-10-29 00:00:00,sprookje,ISLOOTW025,Pijnacker (Zuid-Holland),K2011,ATU 0333,mondeling
1216,Ilse Slootweg,Interview groep 8 O.B.S de Tweemaster - 29 okt. 2007.doc,2007-10-29 00:00:00,sprookje,ISLOOTW034,Pijnacker (Zuid-Holland),Z18.1,ATU 0333,mondeling
1217,S. Luinenburg,INDISCH20E,1905-01-01 00:00:00,sprookje,INDISCH06,Java (Indonesië),K652,ATU 0031,boek
1218,"Cortooms, Teun",CAPELLE20E,1904-07-01 00:00:00,sprookje,CAPPE01,Suriname,W154.2.1,ATU 0155,tijdschriftartikel
1219,"Cortooms, Teun",CAPELLE20E,1904-07-01 00:00:00,sprookje,CAPPE02,Suriname,K443.7,ATU 0170,tijdschriftartikel
1220,"Cortooms, Teun",DUBELAAR.20E,1964-08-01 00:00:00,sprookje,DUBEL04,Suriname,H81.2;H565;H551,ATU 0851,boek
1221,"Kusters, C.",KUSTERS.20E,1963-02-19 00:00:00,sage,KUSTERS03611,Helmond (Noord-Brabant),K426,ATU 0990,mondeling
1222,"Kusters, C.",KUSTERS.20E,1963-03-01 00:00:00,sage,KUSTERS03913,Bakel (Noord-Brabant),J2328,ATU 1326,mondeling
1223,"Kusters, C.",KUSTERS.20E,1963-03-01 00:00:00,sage,KUSTERS03914,Bakel (Noord-Brabant),J1964,ATU 1248,mondeling
1224,"Kusters, C.",KUSTERS.20E,1963-03-01 00:00:00,sage,KUSTERS03916,Bakel (Noord-Brabant),J2104,ATU 1325A,mondeling
1225,"Kusters, C.",KUSTERS.20E,1963-03-01 00:00:00,sage,KUSTERS03917,Bakel (Noord-Brabant),K2310;J1161.3,ATU 1590,mondeling
1226,"Koman, Ruben A.",Leidscherijn_18032008.doc,2008-03-18 00:00:00,sprookje,RKOMAUTR0035,Leidsche Rijn (Utrecht),K2011;F913;Z18.1,ATU 0333,mondeling
1227,"Kusters, C.",KUSTERS.20E,1963-04-08 00:00:00,sage,KUSTERS04109,Milheeze (Noord-Brabant),K2310;J1161.3,ATU 1590,mondeling
1228,"Cortooms, Teun; Koman, Ruben A.",3april08Barnard.WAV,2008-04-03 00:00:00,sage,RKOMAUTR0065,Utrecht (Utrecht),X1852,ATU 1880,mondeling
1229,"Cortooms, Teun; Koman, Ruben A.",3april08DenBoestert.WAV,2008-04-03 00:00:00,sprookje,RKOMAUTR0096,Utrecht (Utrecht),J21.5,ATU 0333,mondeling
1230,"Cortooms, Teun; Koman, Ruben A.",3april08DenBoestert.WAV,2008-04-03 00:00:00,sprookje,RKOMAUTR0097,Utrecht (Utrecht),G401,ATU 0327A,mondeling
1231,"Cortooms, Teun; Koman, Ruben A.",3april08DenBoestert.WAV,2008-04-03 00:00:00,sprookje,RKOMAUTR0098,Utrecht (Utrecht),H521;S222.1;N475;H1021.8;H914,ATU 0500,mondeling
1232,Ineke Meijer,FRANKE.20E,1934-01-01 00:00:00,sage,FRANKE065,Zutphen (Gelderland),L435.2.1,ATU 0762,boek
1233,"Illes, Flora; Koman, Ruben",veldwerk25.06.2008.doc,2008-06-25 00:00:00,sprookje,RKOMAUTR0107,Utrecht (Utrecht),K443.7,ATU 0170,mondeling
1234,"Illes, Flora; Koman, Ruben",veldwerk25.06.2008.doc,2008-06-25 00:00:00,sprookje,RKOMAUTR0110,Utrecht (Utrecht),K741,ATU 0175,mondeling
1235,"Illes, Flora; Koman, Ruben",veldwerk25.06.2008.doc,2008-06-25 00:00:00,sprookje,RKOMAUTR0114,Utrecht (Utrecht),K22,ATU 0291,mondeling
1236,"Illes, Flora; Koman, Ruben",veldwerk25.06.2008.doc,2008-06-25 00:00:00,sprookje,RKOMAUTR0115,Utrecht (Utrecht),J144;F913,ATU 0123,mondeling
1237,"Strik, Oscar; Koman, Ruben",KOMAN.21E,2008-07-03 00:00:00,sprookje,RKOMAOV0022,Denekamp (Overijssel),Q426;F913,ATU 0333,mondeling
1238,"Strik, Oscar; Koman, Ruben",KOMAN.21E,2008-07-03 00:00:00,sprookje,RKOMAOV0023,Denekamp (Overijssel),R135.1,ATU 0327A,mondeling
1239,"Hofstede, Manon ter",Overbeke.17e,1651-01-01 00:00:00,mop,OVER1465,Den Haag (Zuid Holland),H486.2,ATU 0920C,boek
1240,"Hofstede, Manon ter",Overbeke.17e,1651-01-01 00:00:00,mop,OVER1472,Den Haag (Zuid Holland),K583,ATU 0165B*,boek
1241,"Camphuijsen, Frans",SINNINGHE.20E,1933-01-01 00:00:00,sage,SINBRABSAG286,Bosschenhoofd (Noord-Brabant),E281;Q82,ATU 0326,boek
1242,"Hofstede, Manon ter",Overbeke.17e,1651-01-01 00:00:00,mop,OVER1632,Den Haag (Zuid Holland),J1192.1,ATU 1861A,boek
1243,"Hofstede, Manon ter",Overbeke.17e,1651-01-01 00:00:00,mop,OVER1686,Den Haag (Zuid Holland),J2562,ATU 1689B,boek
1244,"Hofstede, Manon ter",overbeke.17e,1651-01-01 00:00:00,mop,OVER1773,Den Haag (Zuid-Holland),J1192.1,ATU 1861A,boek
1245,"Hofstede, Manon ter",overbeke.17e,1651-01-01 00:00:00,mop,OVER1778,Den Haag (Zuid-Holland),J1551.2,ATU 1804,boek
1246,"Hofstede, Manon ter",overbeke.17e,1651-01-01 00:00:00,mop,OVER1795,Den Haag (Zuid-Holland),J1161.1,ATU 1591,boek
1247,"Hofstede, Manon ter",overbeke.17e,1651-01-01 00:00:00,mop,OVER1838,Den Haag (Zuid-Holland),H771,ATU 0921C,boek
1248,"Hofstede, Manon ter",overbeke.17e,1651-01-01 00:00:00,mop,OVER1840,Den Haag (Zuid-Holland),J1738.2,ATU 1347,boek
1249,"Camphuijsen, Frans",SINNINGHE.20E,1933-01-01 00:00:00,sage,SINBRABSAG332,Den Bosch/'s-Hertogenbosch (Noord-Brabant),J1545.4.1,ATU 0875*,boek
1250,"Camphuijsen, Frans",SINNINGHE.20E,1933-01-01 00:00:00,sprookje,SINBRABSAG344,Noord-Brabant,E215,ATU 0365,boek
1251,"Camphuijsen, Frans",SINNINGHE.20E,1933-01-01 00:00:00,sprookje,SINBRABSAG345,Helvoirt (Noord-Brabant),J1853.1.1,ATU 1643,boek
1252,"Camphuijsen, Frans",SINNINGHE.20E,1933-01-01 00:00:00,sprookje,SINBRABSAG346,Zeelst (Noord-Brabant),Q412;G61,ATU 0720,boek
1253,"Koman, Ruben A.; Camphuijsen, Frans",veldwerk_Spaarndam24022009.doc,2009-02-24 00:00:00,sprookje,RKOMANHOL021,Spaarndam (Noord-Holland),X1124.3,ATU 1890,mondeling
1254,"Koman, Ruben A.",Koman.21E,2009-03-22 00:00:00,sage,RKOMAUTR0167,Vianen (Utrecht),J1922.1,ATU 1278,mondeling
1255,"Koman, Ruben A.",Koman.21E,2009-03-22 00:00:00,sage,RKOMAUTR0168,Vianen (Utrecht),X1111,ATU 1894,mondeling
1256,"Camphuijsen, Frans",overbeke.17e,1651-01-01 00:00:00,mop,OVER2058,Den Haag (Zuid-Holland),W115.1,ATU 1453**,boek
1257,"Camphuijsen, Frans",overbeke.17e,1651-01-01 00:00:00,mop,OVER2076,Den Haag (Zuid-Holland),K1771.3,ATU 1563*,boek
1258,"Camphuijsen, Frans",overbeke.17e,1651-01-01 00:00:00,mop,OVER2093,Den Haag (Zuid-Holland),J1392.2,ATU 1341C,boek
1259,Theo Meder,HermanErbé.doc,2009-06-07 00:00:00,sprookje,HERMANERBE1,Lelystad (Flevoland),D1441.1.2;D1427.1,ATU 0570*,mondeling
1260,"Boudewijn, Dorine",,1984-01-01 00:00:00,sprookje,RATBAND01,,D1441.1.2;D1427.1,ATU 0570*,elpee
1261,"Koman, Ruben A.",INZENDING21E,2009-09-10 00:00:00,sage,INZ00209,Hellevoetsluis (Zuid-Holland),N384.11,ATU 1676,almanak
1262,"Eggen, Coen",EGGEN.20E,1970-05-04 00:00:00,sage,EGGEN06a002,Ulestraten,H1578.1.4.1,ATU 0958F*,mondeling
1263,Theo Meder,DAHL.20E,1982-01-01 00:00:00,sprookje,DAHL01,,Z18.1,ATU 0333,internet
1264,Theo Meder,KIKKER.21E,2010-08-27 00:00:00,mop,KIKKER01,Leiden (Zuid-Holland),D743;B211.7.1,ATU 0440,internet
1265,Theo Meder,KIKKER.21E,2010-08-27 00:00:00,mop,KIKKER02,Leiden (Zuid-Holland),S215.1;B211.7.1;D789,ATU 0440,internet
1266,Sophie van Setten,WITTEWIEVEN21E,1951-01-01 00:00:00,sage,WITW008,,H1021.1,ATU 1174,boek
1267,Sophie van Setten,WITTEWIEVEN21E,1951-01-01 00:00:00,sage,WITW012,,K413,ATU 0965*,boek
1268,Sophie van Setten,WITTEWIEVEN21E,1951-01-01 00:00:00,sage,WITW016,,T251.2,ATU 0901,boek
1269,Sophie van Setten,Overbeke.17e,1651-01-01 00:00:00,mop,OVER2330,Den Haag (Zuid-Holland),K724,ATU 1527A,boek
1270,Sophie van Setten,Overbeke.17e,1651-01-01 00:00:00,mop,OVER2335,Den Haag (Zuid-Holland),J1141.1,ATU 0926C,boek
1271,Sophie van Setten,Overbeke.17e,1651-01-01 00:00:00,mop,OVER2343,Den Haag (Zuid-Holland),K1667.1;K1667.1.1,ATU 1617*,boek
1272,Sophie van Setten,Overbeke.17e,1651-01-01 00:00:00,mop,OVER2370,Den Haag (Zuid-Holland),J1141.1,ATU 0926C,boek
1273,Sophie van Setten,Overbeke.17e,1651-01-01 00:00:00,mop,OVER2392,Den Haag (Zuid-Holland),D1761.0.2;J2071;K1811,ATU 0750A,boek
1274,Sophie van Setten,Overbeke.17e,1651-01-01 00:00:00,mop,OVER2400,Den Haag (Zuid-Holland),N330,ATU 1534,boek
1275,Sophie van Setten,Overbeke.17e,1651-01-01 00:00:00,mop,OVER2407,Den Haag (Zuid-Holland),F667.1,ATU 0654,boek
1276,Sophie van Setten,Overbeke.17e,1651-01-01 00:00:00,mop,OVER2421,Den Haag (Zuid-Holland),J2328,ATU 1326,boek
1277,Sophie van Setten,EFTDG21E,2009-01-01 00:00:00,sprookje,EFTDG01,Kaatsheuvel (Noord-Brabant),N711.6;C761.3;S31;D1050.1;H36.1;F823.2;D815.1,ATU 0510A,boek
1278,Sophie van Setten,EFTDG21E,2009-01-01 00:00:00,sprookje,EFTDG02,Kaatsheuvel (Noord-Brabant),K1839.1;Q426;F913;K311.3;K1832;J144,ATU 0123,boek
1279,Sophie van Setten,EFTDG21E,2009-01-01 00:00:00,sprookje,EFTDG03,Kaatsheuvel (Noord-Brabant),S215.1;B211.7.1;D789,ATU 0440,boek
1280,Sophie van Setten,EFTDG21E,2009-01-01 00:00:00,sprookje,EFTDG04,Kaatsheuvel (Noord-Brabant),H935;D1860;Q41;H934.3;N777.4;D1658;G204,ATU 0480,boek
1281,Sophie van Setten,EFTDG21E,2009-01-01 00:00:00,sprookje,EFTDG06,Kaatsheuvel (Noord-Brabant),T68;H341;F591;D817;D2171.5;H341.1;D2171.3.1,ATU 0571,boek
1282,Sophie van Setten,EFTDG21E,2009-01-01 00:00:00,sprookje,EFTDG07,Kaatsheuvel (Noord-Brabant),R135;R135.1;G512.3.2;G82.1.1;S321;S143;G82;F771.1.10,ATU 0327A,boek
1283,Sophie van Setten,EFTDG21E,2009-01-01 00:00:00,sprookje,EFTDG08,Kaatsheuvel (Noord-Brabant),F771.4.4;F771.4.7;D1967.1;M341.2.13;N711.2;D1364.17;F361.1.1;M370;F316;D1978.5;B211.7.1;F316.1,ATU 0410,boek
1284,Sophie van Setten,EFTDG21E,2009-01-01 00:00:00,sprookje,EFTDG10,Kaatsheuvel (Noord-Brabant),K2011;J21.5;F913;Q426;Z18.1,ATU 0333,boek
1285,Sophie van Setten,EFTDG21E,2009-01-01 00:00:00,sprookje,EFTDG11,Kaatsheuvel (Noord-Brabant),H41.1,ATU 0704,boek
1286,Sophie van Setten,EFTDG21E,2009-01-01 00:00:00,sprookje,EFTDG14,Kaatsheuvel (Noord-Brabant),N776;K335.1.4;K1161;B296,ATU 0130,boek
1287,Sophie van Setten,EFTDG21E,2009-01-01 00:00:00,sprookje,EFTDG18,Kaatsheuvel (Noord-Brabant),E21.1;D1311.2;S111.4;F451.5.1.2;F852.1;Z65.1,ATU 0709,boek
1288,Sophie van Setten,EFTDG21E,2009-01-01 00:00:00,sprookje,EFTDG19,Kaatsheuvel (Noord-Brabant),K1611,ATU 0327B,boek
1289,Sophie van Setten,EFTDG21E,2009-01-01 00:00:00,sprookje,EFTDG23,Kaatsheuvel (Noord-Brabant),F641.1;F601;H331;F632,ATU 0513A,boek
1290,Sophie van Setten,EFTDG21E,2009-01-01 00:00:00,sprookje,EFTDG24,Kaatsheuvel (Noord-Brabant),K445;J2312,ATU 1620,boek
1291,Sophie van Setten,EFTDG21E,2009-01-01 00:00:00,sprookje,EFTDG25,Kaatsheuvel (Noord-Brabant),D1601.5;B103.1.1;D1401.1;D1472.1.7;D861.1;D881.2,ATU 0563,boek
1292,Sophie van Setten,EFTDG21E,2009-01-01 00:00:00,sprookje,EFTDG26,Kaatsheuvel (Noord-Brabant),S222.1;F848.1;G279.2;R41.2,ATU 0310,boek
1293,Sophie van Setten,EFTDG21E,2009-01-01 00:00:00,sprookje,EFTDG29,Kaatsheuvel (Noord-Brabant),H521;S222.1;N475;H1021.8;H914,ATU 0500,boek
1294,Sophie van Setten,EFTDG21E,2009-01-01 00:00:00,sprookje,EFTDG32,Kaatsheuvel (Noord-Brabant),B133.3;K1816.5;K1911.1.1;K2252;K1933;B335;H13.2.7,ATU 0533,boek
1295,Theo Meder,DIVTEXT.20E,2010-11-06 00:00:00,sprookje,DIVTX043B,Amsterdam (Noord-Holland),K1839.1;Q426;F913;K311.3;K1832;J144,ATU 0123,internet
1296,Cynthia Hensen,ANDERSEN20E,1835-01-01 00:00:00,sprookje,ANDERSEN1835,Odense (Denemarken),H41.1,ATU 0704,boek
1297,Cynthia Hensen,ANDERSEN20E,1835-01-01 00:00:00,sprookje,ANDERSEN1835A,Denemarken,D845;D1426;R135;D1421.1.2;D1391,ATU 0562,boek
1298,Cynthia Hensen,ANDERSEN20E,1837-01-01 00:00:00,sprookje,ANDERSEN1837A,Denemarken,K445;J2312,ATU 1620,boek
1299,Cynthia Hensen,,1886-01-01 00:00:00,sprookje,ROODKAPKI01,'s-Hertogenbosch (Noord-Brabant),K2011;Z18.1,ATU 0333,krant
1300,Cynthia Hensen,JANSSEN20E,1978-01-01 00:00:00,sage,BJANSS069,,M211;K213,ATU 0330,boek
